node_id,group
1324,0
1669,0
324,0
504,0
1687,0
28,0
1623,0
587,0
1192,0
728,0
1777,0
224,0
1854,0
1173,0
820,0
856,0
1732,0
1471,0
1747,0
1841,0
1799,0
1993,0
860,0
151,0
215,0
98,0
492,0
1084,0
1379,0
1286,0
1470,0
12,0
688,0
1719,0
167,0
758,0
1888,0
188,0
1803,0
43,0
1090,0
9,0
1338,0
147,0
1773,0
13,0
389,0
946,0
596,0
1524,0
1487,0
1889,0
956,0
1696,0
1776,0
674,0
701,0
1273,0
1479,0
1936,0
455,0
927,0
683,0
1157,0
506,0
25,0
1203,0
1453,0
1152,0
830,0
115,0
24,0
370,0
1794,0
96,0
1435,0
953,0
1443,0
99,0
1656,0
1490,0
1046,0
357,0
943,0
571,0
1818,0
1137,0
779,0
1208,0
1761,0
1698,0
270,0
118,0
117,0
1901,0
1614,0
1463,0
977,0
740,0
1083,0
164,0
1256,0
1483,0
1790,0
1583,0
1592,0
142,0
113,0
1187,0
378,0
63,0
1376,0
1511,0
186,0
1085,0
1094,0
1018,0
294,0
1232,0
1738,0
286,0
1860,0
1626,0
300,0
1973,0
315,0
876,0
672,0
359,0
130,0
855,0
1329,0
189,0
27,0
837,0
1565,0
899,0
1581,0
1763,0
756,0
619,0
757,0
1967,0
1465,0
1201,0
1561,0
1162,0
1267,0
266,0
594,0
704,0
325,0
1127,0
863,0
630,0
1494,0
75,0
1433,0
1606,0
901,0
717,0
737,0
1268,0
1307,0
829,0
833,0
180,0
742,0
1637,0
915,0
376,0
1978,0
23,0
346,0
1634,0
1736,0
8,0
228,0
489,0
213,0
817,0
1450,0
449,0
725,0
15,0
1801,0
1771,0
643,0
1301,0
1333,0
546,0
1153,0
640,0
354,0
768,0
207,0
1374,0
961,0
1074,0
416,0
1989,0
1058,0
1167,0
687,0
442,0
1650,0
602,0
1904,0
348,0
762,0
403,0
362,0
26,0
1903,0
1168,0
177,0
1923,0
861,0
610,0
664,0
252,0
414,0
558,0
553,0
193,0
1133,0
1710,0
1151,0
445,0
1953,0
912,0
972,0
1454,0
451,0
1389,0
464,0
1088,0
458,0
1384,0
1932,0
731,0
369,0
484,0
1442,0
1178,0
307,0
285,0
611,0
649,0
716,0
1377,0
1489,0
1087,0
657,0
1351,0
883,0
699,0
824,0
1925,0
97,0
1812,0
984,0
810,0
139,0
1196,0
1979,0
698,0
1347,0
905,0
930,0
1172,0
754,0
128,0
739,0
658,0
755,0
1352,0
522,0
264,0
1303,0
1767,0
1580,0
631,0
498,0
1635,0
1319,0
1649,0
1015,0
432,0
1149,0
1701,0
68,0
1906,0
660,0
1190,0
992,0
573,0
334,0
338,0
1027,0
383,0
1493,0
55,0
681,0
1081,0
1911,0
1527,0
705,0
1671,0
170,0
1849,0
1791,0
326,0
503,0
981,0
409,0
297,0
1164,0
1667,0
1355,0
1342,0
1900,0
718,0
671,0
648,0
1999,0
1673,0
1532,0
1956,0
700,0
702,0
531,0
407,0
199,0
473,0
729,0
1426,0
216,0
253,0
152,0
1165,0
1797,0
1247,0
1681,0
1320,0
1567,0
1899,0
1397,0
530,0
1132,0
1244,0
240,0
1309,0
1642,0
187,0
246,0
903,0
1425,0
1481,0
882,0
692,0
302,0
283,0
879,0
505,0
1917,0
321,0
1955,0
1252,0
832,0
621,0
1500,0
1034,0
122,0
1242,0
510,0
280,0
1246,0
1236,0
1934,0
1188,0
1200,0
1538,0
677,0
518,0
1146,0
1510,0
67,0
332,0
568,0
1829,0
1189,0
1423,0
1683,0
472,0
1321,0
511,0
477,0
885,0
1391,0
318,0
936,0
1708,0
993,0
581,0
132,0
1713,0
828,0
1596,0
986,0
1938,0
368,0
732,0
1354,0
125,0
1602,0
1550,0
256,0
1954,0
1473,0
289,0
777,0
81,0
53,0
1405,0
557,0
40,0
1120,0
261,0
1871,0
955,0
83,0
1644,0
1205,0
1543,0
806,0
30,0
513,0
976,0
1288,0
1740,0
1002,0
1259,0
1296,0
1582,0
1922,0
838,0
1822,0
1861,0
48,0
1182,0
1843,0
467,0
153,0
1559,0
1862,0
394,0
123,0
355,0
134,0
268,0
385,0
609,0
220,0
41,0
219,0
597,0
1249,0
1238,0
680,0
1073,0
1895,0
840,0
541,0
1041,0
1478,0
1358,0
1869,0
1198,0
1316,0
1283,0
978,0
1082,0
1568,0
1970,0
1775,0
1221,0
1810,0
1974,0
1872,0
1403,0
336,0
232,0
1823,0
1413,0
158,0
468,0
1778,0
1987,0
1025,0
1098,0
1117,0
585,0
205,0
3,0
869,0
895,0
1121,0
1833,0
1455,0
1050,0
693,0
1707,0
1643,0
714,0
1802,0
1126,0
1986,0
1731,0
1051,0
1104,0
1194,0
1779,0
157,0
1047,0
523,0
462,0
652,0
160,0
305,0
656,0
547,0
713,0
395,0
783,0
399,0
798,0
618,0
1533,0
508,0
1770,0
736,0
1961,0
1665,0
1718,0
867,0
459,0
933,0
62,0
1819,0
871,0
954,0
1574,0
457,0
935,0
478,0
1123,0
1477,0
870,0
790,0
617,0
1846,0
1627,0
1411,0
1138,0
1615,0
347,0
1488,0
1981,0
1909,0
760,0
446,0
650,0
1229,0
1876,0
379,0
564,0
1353,0
1730,0
1275,0
1908,0
948,0
920,0
231,0
1318,0
382,0
1169,0
1206,0
72,0
70,0
1344,0
1016,0
171,0
1134,0
168,0
493,0
1348,0
1020,0
985,0
893,0
272,0
1287,0
420,0
94,0
1542,0
1573,0
1584,0
42,0
56,0
1946,0
1102,0
1863,0
1280,0
888,0
574,0
38,0
306,0
1005,0
6,0
1177,0
782,0
408,0
1266,0
781,0
166,0
534,0
583,0
1330,0
1897,0
1419,0
1228,0
1798,0
1885,0
1618,0
1114,0
1067,0
813,0
316,0
1279,0
1716,0
516,0
1847,0
1663,0
1562,0
533,0
173,0
1039,0
271,0
548,0
668,0
1632,0
453,0
964,0
606,0
1692,0
1625,0
804,0
598,0
1033,0
1598,0
1263,0
751,0
570,0
975,0
74,0
61,0
1834,0
536,0
1977,0
809,0
244,0
1095,0
1438,0
105,0
673,0
642,0
1278,0
665,0
509,0
131,0
444,0
866,0
1994,0
1766,0
57,0
1648,0
1531,0
1125,0
86,0
1881,0
771,0
1223,0
708,0
1548,0
1331,0
1553,0
538,0
1427,0
1171,0
1544,0
1298,0
418,0
1950,0
1693,0
1449,0
851,0
1737,0
1714,0
1679,0
1750,0
1755,0
1717,0
1783,0
304,0
1506,0
335,0
995,0
569,0
88,0
874,0
1617,0
1513,0
712,0
1734,0
1837,0
1371,0
221,0
319,0
1743,0
878,0
1789,0
825,0
1971,0
1457,0
138,0
163,0
1892,0
1697,0
960,0
1691,0
1233,0
1170,0
1916,0
1528,0
1792,0
633,0
1179,0
655,0
16,0
1619,0
1156,0
137,0
1285,0
697,0
1097,0
1604,0
448,0
1882,0
327,0
317,0
1864,0
526,0
87,0
1624,0
148,0
1611,0
1199,0
1633,0
365,0
589,0
1502,0
198,0
1883,0
192,0
404,0
1564,0
1972,0
483,0
1943,0
791,0
799,0
384,0
750,0
422,0
314,0
1021,0
543,0
913,0
662,0
902,0
1388,0
685,0
1666,0
159,0
999,0
1586,0
1765,0
202,0
1023,0
1523,0
1180,0
112,0
1795,0
1225,0
980,0
922,0
1475,0
1578,0
1408,0
1739,0
815,0
1447,0
1421,0
679,0
1093,0
80,0
1748,0
1334,0
1522,0
752,0
1346,0
1054,0
242,0
1332,0
641,0
696,0
209,0
1996,0
770,0
1742,0
435,0
1063,0
974,0
551,0
1385,0
1539,0
1013,0
1873,0
466,0
1466,0
1297,0
277,0
1069,0
1017,0
1313,0
722,0
1939,0
786,0
1535,0
1668,0
1360,0
1294,0
906,0
563,0
388,0
22,0
1959,0
124,0
1446,0
773,0
880,0
1144,0
1166,0
50,0
1386,0
1448,0
1105,0
703,0
482,0
1145,0
1898,0
66,0
1709,0
733,0
1772,0
801,0
1975,0
1754,0
907,0
31,0
417,0
881,0
632,0
1620,0
1429,0
64,0
1610,0
1595,0
77,0
491,0
1867,0
1515,0
532,0
65,0
1678,0
296,0
591,0
767,0
724,0
1929,0
626,0
1941,0
1933,0
1212,0
1600,0
251,0
1807,0
1305,0
1890,0
982,0
1760,0
706,0
487,0
273,0
1495,0
1804,0
963,0
877,0
1949,0
1800,0
411,0
667,0
1262,0
149,0
644,0
1593,0
218,0
239,0
1131,0
1216,0
792,0
191,0
333,0
1312,0
1315,0
962,0
1497,0
1937,0
1640,0
1605,0
582,0
1896,0
1654,0
839,0
627,0
323,0
1631,0
1160,0
778,0
1076,0
939,0
437,0
119,0
1966,0
1552,0
1026,0
1253,0
1368,0
76,0
1053,0
900,0
371,0
1850,0
1431,0
1962,0
941,0
577,0
819,0
1458,0
1480,0
1720,0
1369,0
886,0
968,0
1699,0
785,0
1753,0
1688,0
301,0
689,0
812,0
1061,0
236,0
1115,0
1345,0
499,0
1645,0
1079,0
1326,0
794,0
1910,0
1520,0
1918,0
990,0
1361,0
934,0
387,0
1459,0
390,0
743,0
352,0
1217,0
235,0
1695,0
480,0
567,0
1140,0
1670,0
1851,0
1555,0
120,0
1715,0
1024,0
1086,0
1272,0
926,0
515,0
223,0
1467,0
613,0
843,0
1245,0
52,0
1831,0
485,0
1902,0
818,0
155,0
1366,0
600,0
1591,0
248,0
761,0
1815,0
1130,0
542,0
793,0
1141,0
1445,0
628,0
150,0
1677,0
291,0
381,0
686,0
1367,0
1224,0
897,0
854,0
1071,0
1984,0
1517,0
1676,0
891,0
1744,0
1988,0
1364,0
615,0
154,0
1193,0
1702,0
1982,0
1768,0
322,0
1537,0
1282,0
82,0
512,0
1516,0
1476,0
929,0
1621,0
1357,0
10,0
831,0
32,0
1749,0
413,0
580,0
1406,0
1914,0
1563,0
1893,0
614,0
1045,0
1402,0
1014,0
89,0
1764,0
601,0
1237,0
1826,0
133,0
1370,0
555,0
1031,0
1556,0
320,0
1759,0
1211,0
1726,0
634,0
552,0
1328,0
1055,0
1549,0
796,0
1651,0
1264,0
1700,0
174,0
766,0
245,0
1080,0
1725,0
145,0
90,0
1416,0
682,0
310,0
1383,0
93,0
1558,0
924,0
1675,0
1035,0
1400,0
243,0
1111,0
214,0
1969,0
1197,0
998,0
853,0
425,0
1751,0
1142,0
1143,0
226,0
1616,0
0,0
1418,0
401,0
1428,0
1103,0
84,0
162,0
114,0
670,0
1174,0
1518,0
1508,0
1392,0
889,0
1501,0
625,0
1947,0
952,0
807,0
258,0
624,0
826,0
234,0
135,0
616,0
1948,0
836,0
842,0
959,0
592,0
1314,0
1525,0
1291,0
343,0
1992,0
1566,0
293,0
364,0
178,0
659,0
996,0
14,0
1110,0
1394,0
165,0
1868,0
1359,0
59,0
709,0
676,0
1378,0
780,0
424,0
292,0
1065,0
1780,0
329,0
429,0
1012,0
79,0
1052,0
937,0
834,0
749,0
890,0
254,0
1723,0
1482,0
1945,0
1407,0
1337,0
1108,0
136,0
1135,0
1218,0
852,0
1202,0
723,0
859,0
969,0
496,0
950,0
805,0
129,0
337,0
1983,0
608,0
1148,0
195,0
1250,0
1292,0
1964,0
909,0
584,0
103,0
1838,0
1856,0
719,0
884,0
776,0
1569,0
849,0
894,0
227,0
1870,1
1325,1
1299,1
126,1
405,1
775,1
821,1
711,1
1878,1
1060,1
1163,1
303,1
267,1
1557,1
545,1
212,1
896,1
1492,1
1222,1
916,1
1551,1
675,1
1289,1
814,1
1265,1
342,1
549,1
1410,1
1214,1
966,1
1230,1
295,1
695,1
1452,1
73,1
605,1
104,1
645,1
1404,1
1952,1
1040,1
439,1
1019,1
91,1
1112,1
1746,1
908,1
1474,1
102,1
238,1
1808,1
942,1
1270,1
938,1
1684,1
1181,1
1503,1
5,1
1806,1
965,1
18,1
1430,1
121,1
661,1
1674,1
274,1
433,1
811,1
1300,1
1335,1
1857,1
1880,1
1570,1
181,1
184,1
406,1
865,1
1630,1
520,1
1003,1
380,1
1434,1
1658,1
1393,1
1424,1
1612,1
427,1
78,1
1597,1
1009,1
1960,1
1661,1
607,1
1774,1
1980,1
1813,1
1057,1
1440,1
1514,1
1585,1
1091,1
1560,1
1101,1
1129,1
1235,1
1756,1
958,1
1662,1
559,1
846,1
690,1
1519,1
1927,1
1855,1
436,1
490,1
1985,1
1828,1
1629,1
1387,1
69,1
1572,1
808,1
1184,1
11,1
144,1
917,1
1541,1
1451,1
639,1
176,1
994,1
440,1
521,1
1968,1
1931,1
1712,1
1004,1
1255,1
1234,1
1664,1
143,1
753,1
519,1
1991,1
1322,1
822,1
428,1
612,1
1505,1
1032,1
156,1
539,1
1530,1
1460,1
1290,1
461,1
576,1
1362,1
255,1
979,1
1185,1
1006,1
1521,1
1689,1
560,1
208,1
910,1
1311,1
1,1
1365,1
269,1
265,1
914,1
230,1
1963,1
1119,1
1958,1
864,1
1066,1
873,1
1785,1
398,1
1816,1
1652,1
45,1
161,1
991,1
727,1
629,1
288,1
1613,1
1059,1
1942,1
575,1
850,1
1339,1
911,1
1254,1
1722,1
1809,2
1735,2
932,2
1100,2
1657,2
1207,2
247,2
476,2
1694,2
85,2
469,2
225,2
774,2
331,2
233,2
588,2
475,2
1284,2
1858,2
599,2
421,2
1711,2
182,2
988,2
1000,2
1641,2
1356,2
1462,2
49,2
1907,2
1029,2
529,2
1258,2
486,2
1940,2
497,2
1646,2
106,2
443,2
1512,2
646,2
1036,2
1762,2
726,2
190,2
1788,2
282,2
29,2
169,2
1001,2
1204,2
100,2
197,2
495,2
1745,2
647,2
987,2
44,2
1924,2
710,2
373,2
678,2
566,2
1672,2
1821,2
847,2
460,2
1437,2
1155,2
39,2
434,2
973,2
1239,2
1007,2
1579,2
1590,2
1786,2
1498,2
456,2
1835,2
260,2
1840,2
35,2
827,2
309,2
276,2
636,2
654,2
622,2
1859,2
844,2
393,2
1769,2
107,2
349,2
524,2
784,2
47,2
203,2
1995,2
1655,2
21,2
402,2
1107,2
1154,2
1439,2
989,2
1865,2
741,2
1721,2
1310,2
1147,2
33,2
787,2
1540,2
923,2
1043,2
1921,2
1243,2
1915,2
579,2
481,2
931,2
356,2
1685,2
1248,2
759,2
92,2
1175,2
1415,2
1341,2
1472,2
803,2
745,2
1546,2
279,2
1607,2
764,2
604,2
1976,2
1373,2
1398,2
400,2
1728,2
257,2
944,2
1875,2
1096,2
1219,2
1507,2
1879,2
1161,2
494,2
772,2
550,2
1486,2
201,2
312,2
290,2
1213,2
763,2
1136,2
949,2
183,2
1176,2
1848,2
1349,2
1727,2
1068,2
1468,2
1811,2
1030,2
250,2
823,2
1099,2
1536,2
940,2
391,2
1919,2
1456,2
1092,2
1191,2
904,2
730,2
554,2
366,2
345,2
1608,2
535,2
1422,2
1209,2
1372,2
1639,2
919,2
211,2
1603,2
502,2
537,2
1220,2
175,2
